Elerium,1037,80.7,day,1702581085901
Google,66,155.43,market,1702581086152
Linen Cloth,894,264.74,stop,1702581086401
Apple,960,203.9,day,1702581086652
Apple,56,203.57,fill or kill,1702581086902
Linen Cloth,578,235.09,stop,1702581087152
Linen Cloth,641,232.74,market,1702581087402
Apple,913,165.23,limit,1702581087652
Google,435,438.59,market,1702581087901
Apple,744,177.23,day,1702581088152
Apple,125,250.53,stop,1702581088401
Apple,372,167.76,limit,1702581088652
Elerium,269,132.03,market,1702581088902
Bespin Gas,446,275.47,day,1702581089153
Google,529,489.5,limit,1702581089404
Linen Cloth,1042,270.18,day,1702581089654
Linen Cloth,368,273.95,market,1702581089904
Elerium,635,312.54,day,1702581090154
Google,283,132.55,market,1702581090404
Elerium,733,44.78,fill or kill,1702581090655
Linen Cloth,390,229.11,limit,1702581090905
Bespin Gas,522,120.52,fill or kill,1702581091155
Elerium,776,-0.18,limit,1702581091405
Linen Cloth,917,244.46,stop,1702581091656
Elerium,508,132.22,fill or kill,1702581091906
Elerium,720,203.73,fill or kill,1702581092157
Bespin Gas,957,304.55,stop,1702581092407
Bespin Gas,977,259.14,day,1702581092657
Elerium,236,167.42,stop,1702581092906
Google,672,41.25,market,1702581093156
Elerium,880,277.42,fill or kill,1702581093407
Elerium,827,211.27,fill or kill,1702581093657
Linen Cloth,102,279.6,day,1702581093907
Elerium,674,96.15,stop,1702581094156
Elerium,725,233.28,stop,1702581094407
Bespin Gas,672,198.58,day,1702581094658
Apple,1000,198.75,fill or kill,1702581094908
Bespin Gas,56,204.68,fill or kill,1702581095158
Bespin Gas,313,312.51,stop,1702581095409
Apple,572,151.92,market,1702581095658
Apple,422,206.8,market,1702581095909
Apple,82,219.87,day,1702581096158
Linen Cloth,258,270.47,limit,1702581096409
Linen Cloth,1019,257.62,limit,1702581096659
Elerium,129,164.56,market,1702581096908
Apple,258,226.35,day,1702581097158
Linen Cloth,845,258.5,fill or kill,1702581097409
Apple,51,195.06,day,1702581097658
Google,407,362.97,day,1702581097908
Linen Cloth,143,247.2,day,1702581098160
Elerium,1031,183.52,market,1702581098409
Elerium,259,240.79,fill or kill,1702581098660
Google,544,411.5,market,1702581098910
Elerium,814,132.93,stop,1702581099160
Google,239,257.89,limit,1702581099410
Google,626,488.19,stop,1702581099660
Linen Cloth,432,204.04,day,1702581099909
Linen Cloth,556,271.24,market,1702581100160
Linen Cloth,462,283.9,market,1702581100410
Linen Cloth,671,230.02,limit,1702581100659
Linen Cloth,828,278.69,market,1702581100909
Bespin Gas,1001,273.94,fill or kill,1702581101160
Google,367,405.52,stop,1702581101411
Google,983,259.59,limit,1702581101661
Linen Cloth,104,236.86,stop,1702581101910
Apple,585,198.88,stop,1702581102161
Linen Cloth,745,271.21,market,1702581102410
Apple,966,222.38,stop,1702581102661
Bespin Gas,591,181.06,limit,1702581102911
Bespin Gas,491,243.78,stop,1702581103161
Apple,615,209.58,stop,1702581103412
Linen Cloth,430,231.56,day,1702581103661
Elerium,344,170.34,limit,1702581103912
Elerium,553,164.03,day,1702581104162
Linen Cloth,416,259.91,stop,1702581104411
Google,864,90.58,limit,1702581104661
Apple,510,245.4,limit,1702581104911
Elerium,746,202.38,market,1702581105162
Bespin Gas,689,290.1,stop,1702581105411
Bespin Gas,616,163.45,fill or kill,1702581105661
Bespin Gas,230,228.57,market,1702581105911
Google,731,300.43,day,1702581106162
Apple,669,189.19,limit,1702581106411
Apple,615,193.48,fill or kill,1702581106662
Elerium,147,140.64,fill or kill,1702581106913
Apple,271,207.56,stop,1702581107163
Elerium,720,226.02,stop,1702581107412
Apple,630,234.85,day,1702581107662
Linen Cloth,948,236.68,market,1702581107913
Bespin Gas,465,217.25,day,1702581108162
Linen Cloth,305,239.58,stop,1702581108413
Linen Cloth,491,258.01,day,1702581108663
Bespin Gas,280,74.09,stop,1702581108914
Linen Cloth,106,259.79,fill or kill,1702581109165
Linen Cloth,411,274.92,day,1702581109415
Elerium,545,147.53,limit,1702581109665
Elerium,809,99.09,limit,1702581109915
Linen Cloth,171,236.09,fill or kill,1702581110165
Apple,117,199.54,day,1702581110415
Elerium,656,164.87,limit,1702581110665
Elerium,344,135.67,limit,1702581110916
Linen Cloth,176,278.29,limit,1702581111165
Google,59,284.69,day,1702581111415
Linen Cloth,94,244.65,stop,1702581111666
Elerium,763,172.75,market,1702581111915
Google,637,106.2,fill or kill,1702581112166
Google,972,249.07,stop,1702581112415
Bespin Gas,993,113.04,market,1702581112666
Elerium,387,123.26,day,1702581112915
Apple,510,231.36,market,1702581113166
Bespin Gas,69,113.69,limit,1702581113415
Linen Cloth,423,228.78,day,1702581113665
Apple,61,195.86,limit,1702581113915
Bespin Gas,469,169.61,market,1702581114166
Elerium,193,192.38,day,1702581114417
Bespin Gas,791,151.3,fill or kill,1702581114666
Apple,527,220.81,day,1702581114917
Apple,143,189.03,day,1702581115167
Elerium,782,97.03,day,1702581115417
Bespin Gas,748,298.23,stop,1702581115667
Elerium,166,221.05,limit,1702581115917
Apple,1046,194.81,market,1702581116167
Google,676,290.64,fill or kill,1702581116417
Elerium,897,222.18,stop,1702581116666
Elerium,336,80.96,market,1702581116916
Elerium,142,171.64,day,1702581117167
Apple,783,173.7,fill or kill,1702581117416
Apple,983,215.64,limit,1702581117666
Bespin Gas,222,240.27,fill or kill,1702581117916
Google,274,122.93,market,1702581118167
Elerium,949,200.38,market,1702581118418
Google,98,71.14,day,1702581118667
Bespin Gas,891,299.54,stop,1702581118917
Google,704,322.62,fill or kill,1702581119167
Bespin Gas,436,326.41,limit,1702581119417
Apple,481,168.6,market,1702581119668
Linen Cloth,670,241.79,stop,1702581119918
Google,573,200.9,day,1702581120169
Linen Cloth,846,283.5,stop,1702581120418
Elerium,752,76.11,fill or kill,1702581120668
Linen Cloth,83,231.49,day,1702581120919
Elerium,56,196.29,market,1702581121169
Bespin Gas,410,134.1,day,1702581121419
Bespin Gas,434,96.83,limit,1702581121671
Google,506,203.13,stop,1702581121921
Google,293,187.92,fill or kill,1702581122172
Linen Cloth,625,197.16,fill or kill,1702581122421
Linen Cloth,304,280.06,day,1702581122671
Google,264,417.99,day,1702581122921
Bespin Gas,199,125.4,limit,1702581123171
Linen Cloth,818,295.17,stop,1702581123421
Apple,976,186.85,day,1702581123672
Apple,1028,187.27,fill or kill,1702581123922
Apple,996,177.4,limit,1702581124171
Bespin Gas,520,176.58,stop,1702581124421
Elerium,1010,217.31,day,1702581124671
Apple,76,185.01,market,1702581124921
Elerium,653,93.6,limit,1702581125172
Bespin Gas,1004,273.79,limit,1702581125422
Elerium,778,103.83,stop,1702581125673
Google,165,322.09,fill or kill,1702581125923
Elerium,833,83.92,day,1702581126173
Linen Cloth,52,277.72,market,1702581126424
Linen Cloth,923,208.96,stop,1702581126674
Apple,721,203.15,stop,1702581126925
Apple,351,198.23,fill or kill,1702581127174
Bespin Gas,605,137.13,limit,1702581127425
Elerium,394,77.3,day,1702581127674
Bespin Gas,749,231.66,market,1702581127924
Bespin Gas,982,205.47,fill or kill,1702581128175
Linen Cloth,103,290.46,day,1702581128425
Apple,529,212.43,market,1702581128676
Bespin Gas,958,40.54,limit,1702581128926
Apple,274,204.29,stop,1702581129177
Bespin Gas,315,148.4,market,1702581129427
Google,921,300.71,market,1702581129676
Elerium,688,231.58,limit,1702581129926
Apple,520,187.8,limit,1702581130176
Linen Cloth,947,225.18,limit,1702581130427
Linen Cloth,757,225.35,limit,1702581130677
Linen Cloth,814,245.36,limit,1702581130926
Linen Cloth,834,278.27,market,1702581131176
Linen Cloth,555,251.67,stop,1702581131426
Linen Cloth,605,292.37,market,1702581131677
Elerium,406,185.18,day,1702581131927
Linen Cloth,976,317.27,market,1702581132177
Google,291,495.35,limit,1702581132427
Linen Cloth,257,282.65,stop,1702581132676
Linen Cloth,894,274.23,limit,1702581132927
Linen Cloth,631,283.16,stop,1702581133178
Bespin Gas,477,233.16,limit,1702581133428
Google,152,105.56,stop,1702581133677
Apple,694,250.36,fill or kill,1702581133927
Elerium,528,156.3,limit,1702581134178
Bespin Gas,689,131.75,fill or kill,1702581134429
Google,344,380.86,fill or kill,1702581134678
Google,372,389.22,limit,1702581134929
Linen Cloth,755,275.09,fill or kill,1702581135178
Bespin Gas,677,70.28,limit,1702581135429
Elerium,134,131.62,stop,1702581135679
Elerium,423,83.77,market,1702581135928
Elerium,740,162.88,limit,1702581136178
Google,697,251.63,day,1702581136429
Elerium,878,85.59,limit,1702581136679
Google,323,-27.59,fill or kill,1702581136929
Elerium,318,159.45,limit,1702581137178
Bespin Gas,162,129,fill or kill,1702581137429
Linen Cloth,402,249.32,stop,1702581137680
Linen Cloth,533,238.59,limit,1702581137929
Linen Cloth,457,209.29,fill or kill,1702581138180
Linen Cloth,943,313.09,limit,1702581138429
Bespin Gas,302,131.61,fill or kill,1702581138680
Linen Cloth,510,345.64,fill or kill,1702581138930
Bespin Gas,345,199.87,fill or kill,1702581139180
Apple,623,201.22,stop,1702581139430
Linen Cloth,574,275.92,market,1702581139680
Linen Cloth,203,253.36,limit,1702581139929
Bespin Gas,874,127.49,day,1702581140180
Bespin Gas,420,255.53,fill or kill,1702581140430
Elerium,581,147.14,market,1702581140679
Linen Cloth,90,249.03,fill or kill,1702581140929
Apple,970,205.34,market,1702581141179
Bespin Gas,190,293.74,day,1702581141429
Apple,77,190.2,stop,1702581141679
Bespin Gas,732,120.48,day,1702581141930
Linen Cloth,882,243.63,market,1702581142180
Linen Cloth,435,185.81,limit,1702581142430
Apple,540,172.38,fill or kill,1702581142681
Bespin Gas,66,26.59,market,1702581142931
Bespin Gas,694,164.56,fill or kill,1702581143181
Google,443,278.89,limit,1702581143430
Elerium,825,111.15,fill or kill,1702581143680
Linen Cloth,240,233.6,market,1702581143931
Elerium,296,74.06,day,1702581144180
Bespin Gas,905,250.73,fill or kill,1702581144431
Linen Cloth,745,273.61,limit,1702581144680
Linen Cloth,956,292.87,day,1702581144931
Bespin Gas,93,252.76,day,1702581145181
Google,329,338.32,stop,1702581145431
Linen Cloth,110,289.89,market,1702581145681
Bespin Gas,286,137.97,day,1702581145932
Apple,958,222.61,stop,1702581146181
Bespin Gas,910,186.74,market,1702581146432
Apple,704,180.4,fill or kill,1702581146681
Apple,480,183.4,limit,1702581146931
Linen Cloth,618,247.92,market,1702581147181
Apple,619,205.6,market,1702581147431
Google,343,358.38,day,1702581147681
Bespin Gas,61,314.34,limit,1702581147932
Apple,266,162.49,fill or kill,1702581148182
Apple,811,206.41,market,1702581148431
Linen Cloth,251,311.23,fill or kill,1702581148682
Linen Cloth,363,243.98,stop,1702581148931
Apple,711,238.87,fill or kill,1702581149182
Apple,472,190.07,market,1702581149432
Elerium,706,83.45,day,1702581149682
Bespin Gas,100,134.96,limit,1702581149931
Google,933,490.77,day,1702581150181
Apple,897,181.16,day,1702581150431
Elerium,545,200.27,fill or kill,1702581150682
Google,285,301.85,fill or kill,1702581150932
Elerium,423,128.75,day,1702581151183
Elerium,148,54.36,limit,1702581151433
Bespin Gas,514,235.77,market,1702581151684
Bespin Gas,819,114.88,limit,1702581151933
Google,158,350.22,fill or kill,1702581152183
Google,309,378.43,fill or kill,1702581152433
Elerium,693,136.12,stop,1702581152684
Apple,787,212.29,day,1702581152934
Bespin Gas,823,132.35,limit,1702581153185
Google,594,337.54,market,1702581153435
Google,279,337.24,day,1702581153685
Bespin Gas,783,289.4,fill or kill,1702581153935
Bespin Gas,196,272.99,market,1702581154186
Linen Cloth,710,261.17,limit,1702581154436
Bespin Gas,288,193.66,market,1702581154687
Elerium,423,190.82,stop,1702581154937
Apple,384,175.83,day,1702581155187
Google,80,355.63,stop,1702581155437
Elerium,832,118.27,limit,1702581155688
Apple,863,191.29,day,1702581155938
Linen Cloth,494,237.5,limit,1702581156189
Google,720,238.48,limit,1702581156439
Apple,562,181.11,limit,1702581156690
Elerium,216,114.93,stop,1702581156939
Google,949,212.37,fill or kill,1702581157190
Bespin Gas,492,136.97,stop,1702581157439
Apple,952,174.42,stop,1702581157690
Elerium,163,163.19,day,1702581157940
Bespin Gas,931,213.67,day,1702581158190
Apple,245,149.3,limit,1702581158439
Apple,375,154.53,day,1702581158689
Linen Cloth,751,255.57,limit,1702581158940
Linen Cloth,58,230.18,market,1702581159191
Bespin Gas,575,107.53,stop,1702581159440
Apple,927,152.8,stop,1702581159691
Linen Cloth,229,346.03,day,1702581159941
Google,205,418.67,stop,1702581160191
Bespin Gas,751,295.62,day,1702581160442
Google,181,190.38,day,1702581160691
Linen Cloth,983,255.61,day,1702581160942
Google,678,385.49,limit,1702581161191
Linen Cloth,887,253.26,market,1702581161442
Elerium,715,199.92,fill or kill,1702581161692
Apple,313,224.17,stop,1702581161942
Apple,757,211,limit,1702581162192
Linen Cloth,256,301.47,day,1702581162443
Elerium,1045,217.28,stop,1702581162692
Linen Cloth,883,286.87,market,1702581162942
Google,938,316.08,market,1702581163192
Apple,303,183.04,day,1702581163443
Bespin Gas,596,217.39,fill or kill,1702581163692
Bespin Gas,263,290.76,day,1702581163944
Google,282,312.17,market,1702581164194
Google,870,320.3,fill or kill,1702581164444
Google,1027,346.31,limit,1702581164695
Apple,673,205.31,market,1702581164946
Linen Cloth,150,259.85,day,1702581165196
Linen Cloth,737,285.56,limit,1702581165447
Apple,605,216.24,stop,1702581165696
Linen Cloth,593,284.24,market,1702581165947
Elerium,565,105.47,fill or kill,1702581166197
Linen Cloth,804,265.91,limit,1702581166447
Linen Cloth,659,241.14,market,1702581166697
Bespin Gas,264,223.72,limit,1702581166946
Apple,109,202.26,limit,1702581167197
Linen Cloth,309,250.87,limit,1702581167446
Linen Cloth,757,183.25,fill or kill,1702581167696
Elerium,870,185.42,day,1702581167947
Linen Cloth,289,283.67,day,1702581168197
Apple,486,187.12,fill or kill,1702581168447
Apple,275,229,fill or kill,1702581168698
Google,898,267.58,day,1702581168948
Elerium,173,77.36,fill or kill,1702581169197
Elerium,967,204,limit,1702581169447
Elerium,970,108.41,fill or kill,1702581169697
Linen Cloth,782,268.4,limit,1702581169948
Google,478,-74.89,limit,1702581170198
Linen Cloth,1005,279.16,limit,1702581170449
Apple,440,200.89,limit,1702581170700
Linen Cloth,735,271.43,stop,1702581170950
Bespin Gas,256,279.99,stop,1702581171201
Bespin Gas,413,355.12,stop,1702581171452
Google,323,205.56,fill or kill,1702581171702
Google,848,547.32,market,1702581171951
Apple,51,208.76,limit,1702581172201
Elerium,279,21.28,limit,1702581172451
Linen Cloth,970,277.88,stop,1702581172702
Elerium,695,191.2,stop,1702581172952
Bespin Gas,1016,290.05,limit,1702581173202
Google,741,276.11,limit,1702581173452
Linen Cloth,365,271.94,stop,1702581173702
Linen Cloth,328,329.27,market,1702581173953
Elerium,516,184.62,day,1702581174204
Bespin Gas,932,225.02,day,1702581174453
Google,302,268.65,day,1702581174704
Elerium,557,92.24,limit,1702581174953
Apple,1013,171.59,limit,1702581175204
Google,237,91.5,limit,1702581175453
Google,865,386.04,stop,1702581175704
Elerium,171,159.18,day,1702581175953
Linen Cloth,997,319.57,limit,1702581176204
Elerium,583,184.59,market,1702581176453
Apple,930,197.81,stop,1702581176704
Bespin Gas,833,217.86,market,1702581176954
Bespin Gas,929,159.01,stop,1702581177205
Bespin Gas,542,177.13,market,1702581177455
Linen Cloth,199,278.06,market,1702581177705
Linen Cloth,741,212.74,day,1702581177955
Bespin Gas,355,206.42,day,1702581178204
Apple,453,151.34,market,1702581178455
Google,159,277.29,market,1702581178705
Apple,180,178.01,stop,1702581178954
Elerium,151,183.35,day,1702581179205
Apple,601,202.86,limit,1702581179456
Elerium,837,147.11,day,1702581179705
Elerium,185,203.32,fill or kill,1702581179955
Bespin Gas,938,203.55,market,1702581180205
Bespin Gas,116,179.7,day,1702581180456
Linen Cloth,480,243.03,limit,1702581180706
Linen Cloth,913,377.9,fill or kill,1702581180957
Elerium,574,101.18,limit,1702581181206
Apple,251,193.57,market,1702581181457
Bespin Gas,52,262.7,day,1702581181707
Bespin Gas,315,112.48,fill or kill,1702581181956
Bespin Gas,884,259.55,limit,1702581182207
Bespin Gas,708,453.45,fill or kill,1702581182457
Linen Cloth,874,235.23,market,1702581182707
Elerium,687,192.9,fill or kill,1702581182957
Linen Cloth,514,247.6,fill or kill,1702581183207
Google,682,405.62,day,1702581183457
Apple,527,208.08,limit,1702581183707
Google,334,195.65,limit,1702581183957
Bespin Gas,881,127.89,day,1702581184208
Apple,233,135.4,stop,1702581184458
Google,185,121.2,limit,1702581184708
Apple,621,199.5,day,1702581184958
Apple,955,187.8,fill or kill,1702581185207
Bespin Gas,775,60.16,day,1702581185457
Linen Cloth,477,241.13,fill or kill,1702581185708
Google,310,447.89,limit,1702581185958
Linen Cloth,501,242.93,day,1702581186208
Apple,932,194.73,fill or kill,1702581186458
Google,598,458.9,limit,1702581186709
Elerium,170,107.68,day,1702581186959
Google,109,388.26,market,1702581187208
Google,687,240.01,market,1702581187459
Google,497,145.76,stop,1702581187708
Google,246,344.11,day,1702581187959
Bespin Gas,140,138.49,day,1702581188208
Linen Cloth,693,317.46,stop,1702581188459
Linen Cloth,310,238.61,limit,1702581188709
Bespin Gas,724,158.2,day,1702581188958
Apple,187,193.44,stop,1702581189208
Bespin Gas,311,203.79,market,1702581189458
Google,350,182.51,fill or kill,1702581189709
Elerium,848,261.13,stop,1702581189958
Google,715,54.44,fill or kill,1702581190208
Google,513,460.44,limit,1702581190459
Google,856,278.27,limit,1702581190709
Google,524,125.03,fill or kill,1702581190959
Google,911,555.25,fill or kill,1702581191210
Elerium,82,230.24,stop,1702581191459
Google,198,364.5,limit,1702581191709
Google,270,122.24,market,1702581191959
Elerium,393,-5.03,stop,1702581192210
Elerium,248,247.42,day,1702581192461
Google,923,244.57,limit,1702581192712
Apple,955,176.04,stop,1702581192962
Linen Cloth,292,243.86,limit,1702581193213
Linen Cloth,888,271.5,stop,1702581193463
Apple,817,197.76,stop,1702581193714
Linen Cloth,239,230.09,stop,1702581193964
Elerium,398,204.48,day,1702581194214
Elerium,927,34.79,limit,1702581194465
Google,1002,128.16,limit,1702581194716
Apple,813,222.59,stop,1702581194966
Apple,550,240.18,stop,1702581195216
Bespin Gas,294,347.33,market,1702581195465
Apple,353,199.42,market,1702581195715
Apple,73,187.18,fill or kill,1702581195966
Google,665,494.29,stop,1702581196217
Elerium,600,245.57,market,1702581196468
Linen Cloth,387,290.05,market,1702581196718
Bespin Gas,598,150.23,limit,1702581196969
Linen Cloth,207,258.31,fill or kill,1702581197219
Bespin Gas,741,290.65,fill or kill,1702581197469
Linen Cloth,983,194.6,day,1702581197720
Linen Cloth,506,261.92,stop,1702581197970
Elerium,793,124.13,market,1702581198220
Apple,82,235.15,limit,1702581198470
Bespin Gas,229,216.89,market,1702581198719
Google,295,370.26,market,1702581198969
Bespin Gas,156,272.35,market,1702581199219
Elerium,894,61.84,stop,1702581199470
Google,83,257.21,market,1702581199719
Elerium,957,232.66,market,1702581199970
Apple,772,199.14,market,1702581200220
Elerium,993,176.43,fill or kill,1702581200470
Apple,290,225.08,market,1702581200720
Elerium,725,211.93,day,1702581200971
Apple,975,188.45,market,1702581201222
Elerium,75,241.87,stop,1702581201471
Linen Cloth,371,243.2,stop,1702581201721
Elerium,1005,236.7,market,1702581201971
Google,595,242.42,market,1702581202222
Apple,872,216.97,fill or kill,1702581202473
Linen Cloth,683,286.84,fill or kill,1702581202723
Bespin Gas,209,216.26,market,1702581202972
Google,827,269.67,limit,1702581203223
Apple,424,170.59,stop,1702581203472
Bespin Gas,471,173.01,day,1702581203723
Apple,510,119.46,day,1702581203973
Elerium,246,211.65,fill or kill,1702581204222
Linen Cloth,239,255.03,market,1702581204473
Google,680,212.92,fill or kill,1702581204724
Google,298,400.98,market,1702581204973
Google,798,425.82,fill or kill,1702581205223
Bespin Gas,544,256.82,fill or kill,1702581205474
Apple,994,212.11,market,1702581205724
Google,246,317.48,stop,1702581205974
Google,424,398.13,fill or kill,1702581206225
Linen Cloth,919,255.12,stop,1702581206476
Apple,487,202.71,limit,1702581206725
Elerium,446,179.89,stop,1702581206975
Google,880,357.79,limit,1702581207226
Bespin Gas,828,192.97,limit,1702581207476
Linen Cloth,554,320.1,day,1702581207725
Bespin Gas,326,207.09,fill or kill,1702581207975
Linen Cloth,368,223.46,fill or kill,1702581208225
Linen Cloth,88,301.59,fill or kill,1702581208476
Apple,735,183.28,market,1702581208726
Apple,735,207.54,day,1702581208975
Google,310,362.62,market,1702581209225
Bespin Gas,616,251.63,fill or kill,1702581209476
Elerium,70,230.95,day,1702581209725
Apple,207,217.53,limit,1702581209975
Bespin Gas,301,109.72,fill or kill,1702581210226
Apple,572,190.51,stop,1702581210475
Elerium,72,249.83,day,1702581210725
Bespin Gas,823,220.2,stop,1702581210975
Elerium,1013,159.3,day,1702581211226
Bespin Gas,492,163.68,fill or kill,1702581211477
Elerium,527,198.17,fill or kill,1702581211727
Apple,382,151.43,stop,1702581211977
Bespin Gas,470,224.04,stop,1702581212227
Apple,767,217.86,stop,1702581212477
Elerium,587,80.11,limit,1702581212726
Google,554,309.65,market,1702581212977
Apple,721,215.19,day,1702581213227
Elerium,686,160.49,market,1702581213477
Elerium,103,242.41,day,1702581213726
Linen Cloth,470,297.09,stop,1702581213977
Google,507,541.84,fill or kill,1702581214227
Apple,98,218.95,market,1702581214478
Google,890,491.42,limit,1702581214728
Google,351,260.59,market,1702581214978
Linen Cloth,711,254.24,fill or kill,1702581215229
Google,141,243.71,fill or kill,1702581215479
Linen Cloth,457,228.32,day,1702581215729
Google,70,367.12,limit,1702581215978
Linen Cloth,401,265.89,market,1702581216230
Elerium,107,228.49,stop,1702581216481
Bespin Gas,569,302.83,market,1702581216731
Bespin Gas,477,97.4,stop,1702581216981
Bespin Gas,301,314.45,day,1702581217230
Bespin Gas,508,180.68,market,1702581217480
Apple,867,232.79,limit,1702581217731
Bespin Gas,839,252.72,stop,1702581217982
Google,314,403.22,market,1702581218233
Elerium,678,48.23,market,1702581218483
Elerium,828,177.34,day,1702581218733
Linen Cloth,906,286.96,market,1702581218983
Bespin Gas,942,239.06,fill or kill,1702581219232
Linen Cloth,980,223.19,fill or kill,1702581219482
Elerium,736,37.48,fill or kill,1702581219732
Elerium,292,121.21,stop,1702581219982
Elerium,503,125.67,day,1702581220232
Elerium,553,133.07,limit,1702581220483
Apple,777,164.77,fill or kill,1702581220732
Elerium,846,114.48,market,1702581220982
Google,335,314.5,fill or kill,1702581221234
Linen Cloth,618,230.71,limit,1702581221483
Bespin Gas,1038,79.75,day,1702581221733
Google,955,250.49,fill or kill,1702581221983
Apple,515,148.7,stop,1702581222235
Elerium,394,243.49,day,1702581222484
Linen Cloth,659,215.12,market,1702581222735
Google,584,5.64,day,1702581222985
Elerium,793,42.61,stop,1702581223236
Bespin Gas,65,213.33,stop,1702581223486
Apple,68,236.37,limit,1702581223736
Google,387,406.22,fill or kill,1702581223986
Google,583,471.57,limit,1702581224237
Linen Cloth,617,287.19,stop,1702581224487
Apple,705,269,market,1702581224738
Bespin Gas,260,235.34,stop,1702581224988
Elerium,118,202.25,market,1702581225238
Google,226,179.02,limit,1702581225488
Apple,176,182.47,market,1702581225737
Apple,546,168.95,market,1702581225988
Bespin Gas,133,123.45,limit,1702581226237
Elerium,766,133.04,day,1702581226487
Linen Cloth,432,278.65,limit,1702581226738
Linen Cloth,262,277.2,limit,1702581226988
Linen Cloth,905,266.48,limit,1702581227238
Linen Cloth,829,260.79,day,1702581227487
Google,238,204.92,market,1702581227738
Linen Cloth,341,281.04,market,1702581227989
Google,881,379.04,day,1702581228240
Linen Cloth,420,246.03,market,1702581228490
Apple,900,213.91,day,1702581228740
Elerium,733,146.87,market,1702581228989
Bespin Gas,483,196.38,fill or kill,1702581229239
Apple,215,188.55,stop,1702581229490
Bespin Gas,771,123.55,fill or kill,1702581229739
Bespin Gas,515,177.76,day,1702581229989
Linen Cloth,220,245.49,day,1702581230240
Google,252,251.73,stop,1702581230490
Google,614,120.93,day,1702581230740
Apple,961,193.11,market,1702581230990
Apple,949,183.14,limit,1702581231240
Google,392,470.7,day,1702581231490
Bespin Gas,276,154.33,day,1702581231741
Bespin Gas,584,111.38,market,1702581231992
Elerium,890,212.78,limit,1702581232242
Apple,264,215.61,fill or kill,1702581232492
Elerium,202,60.52,fill or kill,1702581232742
Bespin Gas,1044,199.36,market,1702581232991
Google,480,284.14,limit,1702581233241
Linen Cloth,364,234.82,limit,1702581233491
Linen Cloth,615,218.11,limit,1702581233741
Google,1013,138.26,day,1702581233991
Bespin Gas,314,223.62,day,1702581234242
Bespin Gas,50,375.09,limit,1702581234492
Apple,510,169.29,day,1702581234741
Apple,212,213.65,day,1702581234992
Elerium,933,168.19,stop,1702581235242
Google,595,353.65,limit,1702581235493
Linen Cloth,964,203.35,limit,1702581235743
Google,82,435.18,stop,1702581235994
Bespin Gas,1008,351.17,day,1702581236243
Linen Cloth,95,339.58,day,1702581236494
